customer_id,total_orders,total_amount,avg_order_value,recency_days,support_ticket_count
CUST00769,6,2815.44,469.24,78,2.0
CUST00770,6,4420.31,736.7183333333334,27,1.0
CUST00771,1,456.76,456.76,150,1.0
CUST00774,3,1439.8,479.93333333333334,161,0.0
CUST00775,3,2261.05,753.6833333333334,10,0.0
CUST00776,4,3024.9399999999996,756.2349999999999,195,0.0
CUST00777,2,2052.7,1026.35,15,0.0
CUST00778,4,3444.29,861.0725,391,1.0
CUST00779,2,1509.0500000000002,754.5250000000001,9,0.0
CUST00780,6,4641.68,773.6133333333333,45,3.0
CUST00784,5,3103.73,620.746,105,0.0
CUST00785,9,6686.259999999999,742.9177777777777,8,1.0
CUST00787,8,6425.65,803.20625,43,2.0
CUST00788,4,2375.38,593.845,11,0.0
CUST00790,1,458.83,458.83,138,1.0
CUST00791,1,1187.93,1187.93,290,1.0
CUST00793,3,2463.2,821.0666666666666,173,0.0
CUST00794,5,2824.37,564.874,231,2.0
CUST00799,6,3798.88,633.1466666666666,116,1.0
CUST00802,1,1787.0,1787.0,261,0.0
CUST00803,9,6758.16,750.9066666666666,14,1.0
CUST00804,3,4024.96,1341.6533333333334,31,0.0
CUST00805,2,1767.23,883.615,12,0.0
CUST00806,4,2638.59,659.6475,11,0.0
CUST00807,2,1827.0300000000002,913.5150000000001,172,0.0
CUST00808,8,4724.89,590.61125,17,2.0
CUST00809,4,2499.37,624.8425,51,2.0
CUST00810,2,1187.01,593.505,54,0.0
CUST00811,6,3477.9399999999996,579.6566666666666,244,0.0
CUST00812,1,383.16,383.16,249,0.0
CUST00813,10,10122.32,1012.232,37,4.0
CUST00814,4,4209.28,1052.32,50,0.0
CUST00816,4,4139.43,1034.8575,9,1.0
CUST00817,15,12291.02,819.4013333333334,42,1.0
CUST00818,1,988.84,988.84,207,1.0
CUST00820,2,935.6700000000001,467.83500000000004,249,0.0
CUST00821,4,1560.22,390.055,36,2.0
CUST00822,7,5444.48,777.7828571428571,46,1.0
CUST00823,8,3291.63,411.45375,206,3.0
CUST00825,1,410.77,410.77,157,0.0
CUST00826,10,8171.4,817.14,218,2.0
CUST00827,2,2194.51,1097.255,20,0.0
CUST00828,1,355.91,355.91,150,0.0
CUST00831,4,2386.85,596.7125,6,2.0
CUST00832,2,1058.1299999999999,529.0649999999999,45,0.0
CUST00833,1,1142.84,1142.84,127,0.0
CUST00834,5,2537.02,507.404,14,1.0
CUST00836,4,2317.06,579.265,25,0.0
CUST00837,5,3553.5,710.7,5,0.0
CUST00839,3,1996.99,665.6633333333333,222,0.0
CUST00841,9,7419.17,824.3522222222223,8,2.0
CUST00842,7,7745.47,1106.4957142857143,24,1.0
CUST00843,1,803.69,803.69,105,1.0
CUST00847,8,8043.27,1005.40875,24,2.0
CUST00848,5,2968.0699999999997,593.6139999999999,19,0.0
CUST00849,8,4626.5,578.3125,3,0.0
CUST00851,4,2428.66,607.165,30,1.0
CUST00852,5,2167.86,433.572,31,0.0
CUST00854,3,2249.63,749.8766666666667,339,0.0
CUST00856,2,2859.3100000000004,1429.6550000000002,21,1.0
CUST00859,4,2159.64,539.91,229,0.0
CUST00860,4,4975.85,1243.9625,9,1.0
CUST00861,3,1530.88,510.29333333333335,230,1.0
CUST00862,4,3934.7400000000002,983.6850000000001,513,0.0
CUST00863,5,3905.8599999999997,781.1719999999999,1,0.0
CUST00864,2,1042.98,521.49,198,2.0
CUST00867,1,424.64,424.64,75,1.0
CUST00868,2,2446.06,1223.03,12,0.0
CUST00870,8,6011.93,751.49125,47,1.0
CUST00871,8,7332.96,916.62,182,2.0
CUST00872,3,1959.48,653.16,185,0.0
CUST00873,6,6473.18,1078.8633333333335,49,0.0
CUST00874,1,511.56,511.56,81,0.0
CUST00876,3,1392.13,464.04333333333335,96,2.0
CUST00877,3,1904.33,634.7766666666666,123,1.0
CUST00879,6,5967.77,994.6283333333334,215,0.0
CUST00880,6,4867.9,811.3166666666666,40,1.0
CUST00881,9,9947.49,1105.2766666666666,27,0.0
CUST00883,4,7320.71,1830.1775,40,0.0
CUST00884,1,365.93,365.93,331,0.0
CUST00885,8,6880.8099999999995,860.1012499999999,91,2.0
CUST00886,7,4255.63,607.9471428571429,42,3.0
CUST00887,4,2990.4700000000003,747.6175000000001,43,2.0
CUST00888,3,2556.74,852.2466666666666,168,0.0
CUST00889,3,2012.98,670.9933333333333,104,1.0
CUST00890,2,1836.2600000000002,918.1300000000001,55,1.0
CUST00891,4,4809.09,1202.2725,16,0.0
CUST00892,2,1512.83,756.415,33,0.0
CUST00893,2,2269.27,1134.635,159,0.0
CUST00894,2,1903.85,951.925,85,2.0
CUST00895,4,1415.7,353.925,114,1.0
CUST00897,4,2200.73,550.1825,3,0.0
CUST00898,6,4353.639999999999,725.6066666666666,399,1.0
CUST00899,1,574.65,574.65,247,1.0
CUST00900,2,1242.65,621.325,118,1.0
CUST00902,2,2750.7200000000003,1375.3600000000001,30,0.0
CUST00904,9,6237.5,693.0555555555555,25,4.0
CUST00905,6,5968.610000000001,994.7683333333334,14,2.0
CUST00906,2,1449.41,724.705,98,0.0
CUST00907,3,2874.51,958.1700000000001,280,2.0
CUST00908,3,3367.2,1122.3999999999999,12,1.0
CUST00909,1,615.14,615.14,245,1.0
CUST00910,1,1239.32,1239.32,187,1.0
CUST00911,12,6468.68,539.0566666666667,9,1.0
CUST00912,2,1516.54,758.27,198,0.0
CUST00914,4,2222.24,555.56,12,0.0
CUST00915,4,2277.22,569.305,173,2.0
CUST00916,6,4860.93,810.1550000000001,47,2.0
CUST00918,2,1142.22,571.11,296,1.0
CUST00920,4,3650.77,912.6925,126,2.0
CUST00923,7,4149.83,592.8328571428572,117,2.0
CUST00925,3,1237.22,412.4066666666667,9,1.0
CUST00926,4,2339.8,584.95,36,1.0
CUST00927,1,617.86,617.86,403,0.0
CUST00931,3,2714.71,904.9033333333333,1,0.0
CUST00934,10,6237.47,623.7470000000001,104,3.0
CUST00935,7,5188.150000000001,741.1642857142858,32,0.0
CUST00936,5,3923.66,784.732,29,1.0
CUST00937,5,3342.44,668.488,186,1.0
CUST00939,2,1107.05,553.525,53,0.0
CUST00940,4,2899.21,724.8025,4,2.0
CUST00941,5,3758.0600000000004,751.6120000000001,243,2.0
CUST00943,5,3965.95,793.1899999999999,406,0.0
CUST00945,3,2214.03,738.0100000000001,12,0.0
CUST00946,1,542.29,542.29,233,0.0
CUST00950,3,3765.9,1255.3,269,1.0
CUST00951,2,1189.38,594.69,56,0.0
CUST00953,4,2392.2400000000002,598.0600000000001,11,1.0
CUST00956,8,6939.79,867.47375,33,2.0
CUST00957,4,2283.67,570.9175,30,1.0
CUST00958,2,1033.42,516.71,220,1.0
CUST00959,7,3865.13,552.1614285714286,123,1.0
CUST00960,4,3772.4900000000002,943.1225000000001,206,2.0
CUST00962,1,349.41,349.41,82,1.0
CUST00963,1,641.2,641.2,163,0.0
CUST00964,3,2167.08,722.36,279,0.0
CUST00965,3,1160.9499999999998,386.9833333333333,6,2.0
CUST00968,6,6505.79,1084.2983333333334,158,1.0
CUST00969,5,3048.0499999999997,609.6099999999999,20,1.0
CUST00970,3,1607.64,535.88,248,1.0
CUST00971,9,5971.94,663.5488888888889,38,1.0
CUST00972,6,7731.1900000000005,1288.5316666666668,51,1.0
CUST00974,6,3864.1600000000003,644.0266666666668,22,2.0
CUST00977,4,2475.1,618.775,12,0.0
CUST00978,1,725.16,725.16,367,1.0
CUST00979,8,6304.8099999999995,788.1012499999999,163,1.0
CUST00984,4,4244.13,1061.0325,7,0.0
CUST00985,1,734.6,734.6,145,1.0
CUST00986,6,3804.19,634.0316666666666,6,0.0
CUST00987,6,6292.92,1048.82,35,1.0
CUST00989,5,4165.87,833.174,218,0.0
CUST00991,12,11918.47,993.2058333333333,48,2.0
CUST00992,5,4442.45,888.49,332,0.0
CUST00994,8,7749.85,968.73125,11,0.0
CUST00997,1,325.85,325.85,240,1.0
CUST00998,5,4050.55,810.11,23,0.0
CUST01000,4,3336.54,834.135,21,1.0
CUST01001,5,4064.54,812.908,373,0.0
CUST01002,6,3771.06,628.51,40,0.0
CUST01003,1,944.62,944.62,198,1.0
CUST01004,7,5599.9,799.9857142857143,275,1.0
CUST01005,1,1329.67,1329.67,204,1.0
CUST01006,3,1795.3999999999999,598.4666666666666,47,0.0
CUST01007,5,2893.62,578.7239999999999,56,1.0
CUST01008,1,473.15,473.15,329,0.0
CUST01009,2,1137.6100000000001,568.8050000000001,31,0.0
CUST01010,2,781.3599999999999,390.67999999999995,16,0.0
CUST01012,5,3441.3199999999997,688.2639999999999,21,2.0
CUST01013,2,1302.3899999999999,651.1949999999999,367,1.0
CUST01014,7,3972.09,567.4414285714286,197,1.0
CUST01015,5,2736.99,547.3979999999999,11,1.0
CUST01019,2,1151.0900000000001,575.5450000000001,350,1.0
CUST01020,1,236.73,236.73,191,0.0
CUST01021,3,1191.98,397.32666666666665,51,1.0
CUST01022,2,1528.4,764.2,312,1.0
CUST01023,1,948.21,948.21,264,0.0
CUST01024,2,996.72,498.36,17,0.0
CUST01025,6,7672.870000000001,1278.8116666666667,23,2.0
CUST01026,2,759.58,379.79,125,1.0
CUST01027,5,4590.97,918.1940000000001,58,2.0
CUST01029,5,2874.62,574.924,18,2.0
CUST01031,5,3089.5600000000004,617.912,234,1.0
CUST01032,2,994.23,497.115,44,0.0
CUST01033,11,5721.55,520.1409090909091,54,4.0
CUST01034,10,6196.6,619.6600000000001,45,0.0
CUST01035,8,4307.32,538.415,9,1.0
CUST01037,2,1802.65,901.325,26,0.0
CUST01038,4,1834.46,458.615,112,1.0
CUST01040,1,594.23,594.23,190,1.0
CUST01041,2,751.07,375.535,0,0.0
CUST01042,2,1249.24,624.62,34,0.0
CUST01045,3,2304.71,768.2366666666667,3,0.0
CUST01046,1,1032.89,1032.89,165,1.0
CUST01047,1,389.07,389.07,209,0.0
CUST01048,1,616.59,616.59,188,1.0
CUST01049,1,345.2,345.2,204,0.0
CUST01050,4,3112.21,778.0525,37,0.0
CUST01051,2,1390.63,695.315,163,1.0
CUST01052,1,763.75,763.75,233,0.0
CUST01056,7,5364.88,766.4114285714286,44,2.0
CUST01057,2,1334.53,667.265,23,1.0
CUST01058,3,1535.77,511.92333333333335,170,2.0
CUST01059,1,601.72,601.72,206,1.0
CUST01060,4,3439.38,859.845,31,1.0
CUST01061,4,2155.06,538.765,2,0.0
CUST01062,5,2991.27,598.254,354,2.0
CUST01063,3,1627.58,542.5266666666666,29,1.0
CUST01064,4,2049.1499999999996,512.2874999999999,56,0.0
CUST01065,3,1607.17,535.7233333333334,58,1.0
CUST01067,5,4606.679999999999,921.3359999999999,6,1.0
CUST01068,5,3945.95,789.1899999999999,190,0.0
CUST01069,2,3871.4700000000003,1935.7350000000001,52,0.0
CUST01071,2,1287.3400000000001,643.6700000000001,54,0.0
CUST01072,1,377.27,377.27,243,1.0
CUST01073,3,4033.7000000000003,1344.5666666666668,140,2.0
CUST01074,3,1784.42,594.8066666666667,174,0.0
CUST01076,8,4484.14,560.5175,10,1.0
CUST01078,2,777.22,388.61,216,1.0
CUST01081,6,5326.09,887.6816666666667,12,1.0
CUST01082,1,1181.66,1181.66,95,0.0
CUST01083,2,767.05,383.525,296,0.0
CUST01084,9,5090.81,565.6455555555556,59,1.0
CUST01086,6,4690.18,781.6966666666667,37,3.0
CUST01087,1,839.43,839.43,62,1.0
CUST01088,2,1174.46,587.23,3,0.0
CUST01089,1,337.51,337.51,85,0.0
CUST01091,1,505.4,505.4,147,1.0
CUST01092,9,7556.9,839.6555555555556,256,2.0
CUST01093,5,2177.05,435.41,19,1.0
CUST01094,7,4686.0,669.4285714285714,57,3.0
CUST01095,4,2634.15,658.5375,24,0.0
CUST01096,8,5848.84,731.105,14,2.0
CUST01097,5,2841.22,568.2439999999999,293,0.0
CUST01098,2,1964.25,982.125,258,1.0
CUST01099,11,7259.41,659.9463636363636,6,0.0
CUST01100,3,1520.78,506.9266666666667,18,0.0
CUST01101,1,732.91,732.91,70,0.0
CUST01102,8,4899.84,612.48,54,0.0
CUST01103,4,2384.85,596.2125,136,1.0
CUST01107,2,980.0699999999999,490.03499999999997,151,1.0
CUST01108,5,3662.24,732.448,52,1.0
CUST01110,6,3554.06,592.3433333333334,320,1.0
CUST01111,7,7703.55,1100.507142857143,155,3.0
CUST01112,5,3121.73,624.346,9,2.0
CUST01113,7,3568.85,509.8357142857143,40,2.0
CUST01114,1,831.94,831.94,207,0.0
CUST01115,11,7450.88,677.3527272727273,8,5.0
CUST01116,2,2501.7999999999997,1250.8999999999999,33,1.0
CUST01117,10,7739.33,773.933,28,0.0
CUST01118,6,2962.7799999999997,493.7966666666666,47,2.0
CUST01119,1,654.67,654.67,184,0.0
CUST01120,5,3335.16,667.0319999999999,9,1.0
CUST01121,3,2102.81,700.9366666666666,22,0.0
CUST01122,2,1694.55,847.275,7,0.0
CUST01123,2,958.69,479.345,242,2.0
CUST01124,9,5960.1,662.2333333333333,232,0.0
CUST01125,5,4034.96,806.992,305,3.0
CUST01126,3,4059.0,1353.0,53,0.0
CUST01127,2,774.6899999999999,387.34499999999997,190,0.0
CUST01130,4,2506.58,626.645,159,2.0
CUST01132,7,6032.4800000000005,861.7828571428572,57,0.0
CUST01134,8,6725.5,840.6875,0,2.0
CUST01135,3,3302.06,1100.6866666666667,153,0.0
CUST01136,8,4771.79,596.47375,34,5.0
CUST01137,3,1483.05,494.34999999999997,175,3.0
CUST01138,5,2475.44,495.088,194,1.0
CUST01141,1,691.6,691.6,175,1.0
CUST01142,3,2106.45,702.15,57,0.0
CUST01143,3,2317.4,772.4666666666667,47,0.0
CUST01145,3,1800.48,600.16,243,1.0
CUST01146,7,5655.33,807.9042857142857,33,0.0
CUST01147,8,6255.83,781.97875,9,2.0
CUST01148,9,6527.14,725.2377777777779,188,3.0
CUST01150,5,2478.69,495.738,227,1.0
CUST01151,4,3131.54,782.885,165,1.0
CUST01152,9,8889.18,987.6866666666667,12,1.0
CUST01154,6,4527.93,754.6550000000001,1,0.0
CUST01155,5,3050.8099999999995,610.1619999999999,50,2.0
CUST01156,5,2519.3900000000003,503.87800000000004,43,0.0
CUST01160,3,1700.8000000000002,566.9333333333334,226,1.0
CUST01161,5,4953.99,990.798,214,2.0
CUST01162,3,3028.83,1009.61,39,0.0
CUST01163,1,379.14,379.14,435,1.0
CUST01166,4,3104.76,776.19,101,2.0
CUST01167,11,6958.25,632.5681818181819,27,1.0
CUST01168,3,1299.57,433.19,7,0.0
CUST01170,2,1210.01,605.005,199,1.0
CUST01171,2,1179.55,589.775,18,0.0
CUST01172,12,11477.67,956.4725,18,0.0
CUST01173,7,7099.030000000001,1014.147142857143,25,1.0
CUST01174,3,1722.3700000000001,574.1233333333333,149,1.0
CUST01175,9,6896.39,766.2655555555556,44,0.0
CUST01176,1,149.0,149.0,275,0.0
CUST01178,3,1298.14,432.71333333333337,127,0.0
CUST01179,1,536.83,536.83,168,0.0
CUST01180,3,2999.97,999.9899999999999,57,2.0
CUST01181,1,296.32,296.32,197,1.0
CUST01183,4,2836.54,709.135,24,1.0
CUST01184,6,3313.56,552.26,19,0.0
CUST01186,3,2962.35,987.4499999999999,213,1.0
CUST01188,2,688.52,344.26,152,2.0
CUST01189,3,3126.0299999999997,1042.01,221,1.0
CUST01190,5,4507.73,901.5459999999999,34,0.0
CUST01191,1,510.71,510.71,112,0.0
CUST01192,5,3055.98,611.196,50,0.0
CUST01193,1,270.13,270.13,517,0.0
CUST01194,3,1852.1599999999999,617.3866666666667,145,2.0
CUST01195,1,542.27,542.27,154,1.0
CUST01197,2,406.22,203.11,137,0.0
CUST01198,2,996.83,498.415,48,1.0
CUST01199,3,2144.4,714.8000000000001,419,1.0
CUST01201,7,5885.4,840.7714285714285,218,4.0
CUST01202,1,650.67,650.67,192,0.0
CUST01203,3,842.47,280.8233333333333,58,1.0
CUST01204,8,4921.26,615.1575,16,2.0
CUST01205,4,1861.62,465.405,322,0.0
CUST01206,1,819.46,819.46,133,0.0
CUST01207,2,638.4200000000001,319.21000000000004,170,0.0
CUST01208,4,1928.58,482.145,37,0.0
CUST01209,9,4517.05,501.89444444444445,3,1.0
CUST01210,1,429.55,429.55,326,0.0
CUST01211,6,4369.23,728.2049999999999,51,4.0
CUST01212,7,6134.99,876.4271428571428,22,2.0
CUST01214,4,5584.12,1396.03,184,0.0
CUST01215,5,4449.57,889.914,28,0.0
CUST01216,1,1022.33,1022.33,167,0.0
CUST01218,7,4839.62,691.3742857142857,6,1.0
CUST01219,3,1368.38,456.1266666666667,19,2.0
CUST01220,1,1095.74,1095.74,158,0.0
CUST01221,4,2504.8,626.2,28,0.0
CUST01222,4,2229.4500000000003,557.3625000000001,11,0.0
CUST01223,6,3738.91,623.1516666666666,178,1.0
CUST01224,1,1005.1,1005.1,93,0.0
CUST01225,1,620.28,620.28,157,1.0
CUST01226,4,2967.87,741.9675,97,2.0
CUST01227,5,2824.19,564.838,103,1.0
CUST01228,4,2998.23,749.5575,272,0.0
CUST01230,2,1398.63,699.315,172,0.0
CUST01231,4,2051.59,512.8975,14,0.0
CUST01232,2,906.6800000000001,453.34000000000003,243,0.0
CUST01233,9,8057.13,895.2366666666667,11,1.0
CUST01234,3,2999.91,999.9699999999999,175,0.0
CUST01235,5,3111.29,622.258,221,0.0
CUST01236,11,6340.12,576.3745454545455,32,1.0
CUST01237,3,1474.19,491.3966666666667,163,1.0
CUST01239,2,2242.2200000000003,1121.1100000000001,10,0.0
CUST01240,1,434.11,434.11,79,0.0
CUST01243,3,1470.48,490.16,134,1.0
CUST01249,6,4053.69,675.615,14,0.0
CUST01250,2,2250.91,1125.455,41,1.0
CUST01251,11,6352.58,577.5072727272727,112,4.0
CUST01252,4,2575.58,643.895,98,0.0
CUST01254,3,3087.35,1029.1166666666666,11,1.0
CUST01255,2,2558.23,1279.115,29,1.0
CUST01256,1,564.83,564.83,346,1.0
CUST01259,6,4645.31,774.2183333333334,154,3.0
CUST01262,1,195.09,195.09,85,0.0
CUST01263,11,7575.91,688.7190909090909,14,3.0
CUST01264,2,2890.16,1445.08,111,0.0
CUST01265,4,2608.96,652.24,3,0.0
CUST01266,8,6138.87,767.35875,40,2.0
CUST01267,9,6217.47,690.83,48,1.0
CUST01268,7,6083.44,869.0628571428571,79,2.0
CUST01269,2,1116.62,558.31,30,0.0
CUST01270,2,535.01,267.505,15,1.0
CUST01271,2,1285.54,642.77,11,0.0
CUST01272,2,2481.63,1240.815,12,0.0
CUST01274,8,6462.28,807.785,18,3.0
CUST01275,4,3098.1,774.525,52,1.0
CUST01276,6,3093.02,515.5033333333333,24,1.0
CUST01277,5,3500.13,700.0260000000001,159,0.0
CUST01278,5,2929.04,585.808,56,1.0
CUST01281,3,1971.02,657.0066666666667,275,0.0
CUST01282,1,499.65,499.65,138,1.0
CUST01283,10,6697.49,669.749,100,3.0
CUST01285,8,6478.76,809.845,184,1.0
CUST01286,4,2484.92,621.23,21,0.0
CUST01289,4,3429.63,857.4075,6,0.0
CUST01290,4,2817.87,704.4675,1,0.0
CUST01291,5,2781.77,556.354,24,1.0
CUST01292,3,2891.04,963.68,10,0.0
CUST01293,8,5379.42,672.4275,18,1.0
CUST01295,4,12408.61,3102.1525,181,1.0
CUST01296,3,2641.67,880.5566666666667,4,0.0
CUST01297,6,3084.59,514.0983333333334,2,2.0
CUST01298,4,1161.46,290.365,389,1.0
CUST01300,9,4951.68,550.1866666666667,33,1.0
CUST01301,4,1662.8999999999999,415.72499999999997,145,2.0
CUST01302,9,7115.13,790.57,29,0.0
CUST01304,6,2819.6800000000003,469.9466666666667,25,1.0
CUST01305,1,311.4,311.4,110,0.0
CUST01306,7,7826.82,1118.1171428571429,39,1.0
CUST01307,2,1179.22,589.61,294,0.0
CUST01308,3,2085.04,695.0133333333333,179,0.0
CUST01310,6,4660.18,776.6966666666667,57,3.0
CUST01311,7,4950.09,707.1557142857143,10,1.0
CUST01312,6,5456.15,909.3583333333332,52,0.0
CUST01313,8,7816.55,977.06875,40,1.0
CUST01314,6,4916.42,819.4033333333333,17,2.0
CUST01316,1,407.44,407.44,180,1.0
CUST01317,4,3389.0,847.25,316,0.0
CUST01318,2,911.45,455.725,190,0.0
CUST01320,3,1828.6799999999998,609.56,210,1.0
CUST01321,8,4480.23,560.02875,35,3.0
CUST01322,4,3476.6,869.15,156,0.0
CUST01323,3,1273.29,424.43,336,0.0
CUST01324,1,967.23,967.23,287,0.0
CUST01326,3,4393.63,1464.5433333333333,191,0.0
CUST01327,6,6707.79,1117.965,4,0.0
CUST01328,4,3436.0299999999997,859.0074999999999,33,0.0
CUST01329,6,3260.46,543.41,5,1.0
CUST01330,6,5424.99,904.165,3,1.0
CUST01331,7,6201.48,885.9257142857142,55,2.0
CUST01332,6,5804.94,967.4899999999999,7,0.0
CUST01333,1,420.65,420.65,107,0.0
CUST01335,8,6755.67,844.45875,28,1.0
CUST01336,2,910.6700000000001,455.33500000000004,61,0.0
CUST01337,2,1695.5300000000002,847.7650000000001,5,0.0
CUST01338,1,232.88,232.88,67,1.0
CUST01339,1,450.33,450.33,222,1.0
CUST01340,1,624.33,624.33,136,0.0
CUST01341,1,395.13,395.13,98,0.0
CUST01345,3,4114.54,1371.5133333333333,17,0.0
CUST01348,4,2160.61,540.1525,200,1.0
CUST01349,5,4006.6400000000003,801.3280000000001,35,0.0
CUST01350,2,1242.73,621.365,250,1.0
CUST01351,1,542.87,542.87,90,1.0
CUST01352,7,5877.57,839.6528571428571,183,2.0
CUST01353,2,875.0699999999999,437.53499999999997,20,1.0
CUST01354,3,1670.79,556.93,6,1.0
CUST01356,2,1149.21,574.605,102,1.0
CUST01358,3,2267.79,755.93,11,0.0
CUST01359,5,3628.17,725.634,166,3.0
CUST01360,8,12310.69,1538.83625,220,2.0
CUST01361,2,1394.67,697.335,39,0.0
CUST01363,5,3348.52,669.704,14,0.0
CUST01364,1,1261.0,1261.0,208,0.0
CUST01365,2,749.98,374.99,307,0.0
CUST01366,6,3862.08,643.68,158,1.0
CUST01367,1,363.62,363.62,116,1.0
CUST01369,3,1987.3700000000001,662.4566666666667,27,1.0
CUST01371,4,5626.71,1406.6775,23,1.0
CUST01373,1,291.54,291.54,105,0.0
CUST01375,5,2961.63,592.326,8,0.0
CUST01377,2,1222.72,611.36,12,1.0
CUST01378,1,348.74,348.74,177,0.0
CUST01379,1,2392.34,2392.34,246,0.0
CUST01381,9,6070.99,674.5544444444445,56,0.0
CUST01382,3,1589.74,529.9133333333333,64,1.0
CUST01386,7,7871.0,1124.4285714285713,24,4.0
CUST01388,2,3498.38,1749.19,130,0.0
CUST01389,5,3418.09,683.618,51,1.0
CUST01390,5,4335.11,867.0219999999999,3,0.0
CUST01391,4,4170.52,1042.63,26,1.0
CUST01395,7,6725.89,960.8414285714287,31,0.0
CUST01398,1,1672.19,1672.19,117,1.0
CUST01400,2,863.9,431.95,194,0.0
CUST01401,3,3231.27,1077.09,3,0.0
CUST01402,2,1474.48,737.24,314,1.0
CUST01403,4,2287.41,571.8525,389,0.0
CUST01406,5,5888.31,1177.662,282,1.0
CUST01408,2,792.08,396.04,367,0.0
CUST01409,6,3485.92,580.9866666666667,23,2.0
CUST01412,1,348.68,348.68,151,0.0
CUST01414,5,3205.99,641.198,51,2.0
CUST01416,7,4723.1900000000005,674.7414285714286,19,5.0
CUST01417,7,3650.18,521.4542857142857,209,2.0
CUST01418,2,1190.06,595.03,236,0.0
CUST01420,5,4651.29,930.258,6,1.0
CUST01421,1,1155.37,1155.37,106,1.0
CUST01426,3,2149.37,716.4566666666666,12,0.0
CUST01428,3,1588.9099999999999,529.6366666666667,24,1.0
CUST01429,8,5236.96,654.62,38,3.0
CUST01430,4,2702.2,675.55,44,3.0
CUST01431,2,2482.59,1241.295,72,1.0
CUST01433,4,2386.67,596.6675,168,1.0
CUST01435,1,2210.82,2210.82,246,0.0
CUST01436,3,2890.83,963.61,59,0.0
CUST01437,5,4720.65,944.1299999999999,306,3.0
CUST01438,2,2087.95,1043.975,217,0.0
CUST01439,9,9011.16,1001.24,33,2.0
CUST01440,7,8208.3,1172.6142857142856,4,3.0
CUST01441,1,472.82,472.82,382,0.0
CUST01444,2,1096.85,548.425,92,0.0
CUST01445,10,6651.53,665.153,175,1.0
CUST01446,3,2796.4,932.1333333333333,192,0.0
CUST01447,6,3532.04,588.6733333333333,10,0.0
CUST01448,2,1268.95,634.475,293,1.0
CUST01450,6,3188.3,531.3833333333333,186,1.0
CUST01453,4,4084.96,1021.24,142,1.0
CUST01455,3,1376.1200000000001,458.7066666666667,395,1.0
CUST01456,2,1988.42,994.21,12,1.0
CUST01458,1,1462.88,1462.88,112,0.0
CUST01459,7,5578.12,796.8742857142857,44,0.0
CUST01460,4,2187.99,546.9975,188,1.0
CUST01464,4,4338.4,1084.6,34,0.0
CUST01465,3,963.97,321.3233333333333,44,0.0
CUST01466,4,2864.6,716.15,116,2.0
CUST01468,1,1034.31,1034.31,226,0.0
CUST01470,4,2987.34,746.835,301,2.0
CUST01471,6,3471.86,578.6433333333333,137,3.0
CUST01472,9,5477.46,608.6066666666667,22,2.0
CUST01474,2,959.29,479.645,121,2.0
CUST01476,3,1923.93,641.3100000000001,187,2.0
CUST01478,5,5291.51,1058.3020000000001,100,1.0
CUST01479,6,4142.6,690.4333333333334,28,0.0
CUST01480,1,682.11,682.11,407,0.0
CUST01481,4,3016.96,754.24,182,1.0
CUST01482,5,5965.95,1193.19,218,1.0
CUST01483,9,4372.67,485.8522222222222,46,2.0
CUST01484,3,1606.77,535.59,171,0.0
CUST01485,3,2973.96,991.32,129,1.0
CUST01486,1,770.52,770.52,108,0.0
CUST01487,5,2548.9700000000003,509.79400000000004,292,2.0
CUST01488,6,2851.24,475.20666666666665,93,2.0
CUST01490,7,5285.2,755.0285714285714,182,2.0
CUST01491,5,5704.9,1140.98,52,2.0
CUST01492,5,5850.42,1170.084,8,3.0
CUST01493,3,2016.38,672.1266666666667,42,0.0
CUST01494,4,1888.54,472.135,325,1.0
CUST01495,7,4320.469999999999,617.2099999999999,37,1.0
CUST01496,2,1574.18,787.09,15,0.0
CUST01497,6,3879.41,646.5683333333333,19,1.0
CUST01498,8,5154.349999999999,644.2937499999999,30,1.0
CUST01503,4,2509.01,627.2525,150,1.0
CUST01504,3,1436.96,478.9866666666667,212,2.0
CUST01506,4,2676.48,669.12,200,2.0
CUST01507,5,4142.6,828.5200000000001,185,2.0
CUST01508,2,1347.03,673.515,25,0.0
CUST01511,5,4446.95,889.39,52,2.0
CUST01513,1,1062.28,1062.28,191,0.0
CUST01515,7,5880.29,840.0414285714286,37,0.0
CUST01516,1,421.68,421.68,232,1.0
CUST01517,4,1921.46,480.365,147,2.0
CUST01518,1,569.86,569.86,545,0.0
CUST01520,2,921.8499999999999,460.92499999999995,16,0.0
CUST01521,3,1626.35,542.1166666666667,13,0.0
CUST01522,1,882.29,882.29,128,0.0
CUST01523,6,4534.55,755.7583333333333,34,1.0
CUST01524,2,2947.84,1473.92,33,1.0
CUST01525,5,2503.9199999999996,500.78399999999993,10,0.0
CUST01527,3,2802.84,934.2800000000001,386,0.0
CUST01528,1,424.84,424.84,165,1.0
CUST01529,1,1455.91,1455.91,254,0.0
CUST01530,5,4146.860000000001,829.3720000000001,242,2.0
CUST01532,6,2788.44,464.74,219,1.0
CUST01533,1,697.43,697.43,227,0.0
CUST01535,9,3967.66,440.8511111111111,58,2.0
CUST01536,2,1335.29,667.645,26,1.0
CUST01538,2,811.26,405.63,11,0.0
CUST01539,1,643.65,643.65,218,1.0
CUST01540,3,2546.85,848.9499999999999,255,1.0
CUST01541,2,962.55,481.275,0,0.0
CUST01542,4,2775.17,693.7925,16,0.0
CUST01543,1,1270.64,1270.64,191,0.0
